,Product title,Price,Deal image url,Recent sales,Description,Product rating,Seller location,Seller Rating,Product category
5,Pantalon Training Reebok Essentials Tape - Gris,159990,https://http2.mlstatic.com/D_NQ_NP_991711-MCO50232871376_062022-O.webp,2813,"PANTALÓN DEPORTIVO DE POLAR CONFECCIONADO CON BETTER COTTON COMO PARTE DE LA COLECCIÓN [REE]CYCLED DE REEBOK
Para entrenar o descansar, pero siempre con estilo. Este pantalón para hombre está confeccionado en felpa suave que es tan cómoda para calentar antes de tu rutina como para echarte en el sofá. La pretina elástica flexible con cordón te permite lograr un ajuste perfecto. La cinta en los laterales presenta un sutil branding de Reebok.
Nuestros productos de algodón se confeccionan con materiales producidos de manera sostenible y están hechos con un mínimo de 50% de Better Cotton.

Modelo: Reebok Essentials Tape
Material: Tejido polar 70% algodón / 30% poliéster reciclado
Corte regular
Pretina elástica con cordón regulable
Bolsillos frontales
Puños elásticos
Origen: Producto Importado
Tallaje: Numeración Americana
Estilo: Deportivo
Actividad: Training
Genero: Masculino
Temporada: Todas las temporadas
Garantia:
Para que estés satisfecho al 100%, puedes devolver las compras realizadas en un plazo de 30 días.
Si el problema se debe a motivos a la cad del material o al proceso del montaje, Te devolveremos el producto original. No rembolsamos productos:
•Si se han dañado por mal uso o negligencia (exposición a productos , sustancias cáusticas, mucho calor, objetos afilados, etc.)
•Si se han dañado por un uso indebido o por actividades distintas al fin previsto.
",NaN,NaN,MercadoLíder Platinum,Pantalones y Sudaderas
6,Pantalon Training adidas Designed 2 Move 3 Rayas - Negro,189990,https://http2.mlstatic.com/D_NQ_NP_826956-MCO50232891761_062022-O.webp,2813,"MUÉVETE CON EL MÁXIMO CONFORT
Este pantalón te ofrece la comodidad y el estilo que necesitas para tu día a día. Se ha confeccionado en tejido transpirable AEROREADY que mantiene la piel seca. El corte ajustado y el largo por encima del tobillo te proporcionan una total libertad de movimiento.
Este producto se ha fabricado con Primegreen, una combinación de materiales reciclados de alto rendimiento.

Modelo: adidas Designed 2 move 3 rayas
Material: Interlock 89% poliéster reciclado, 11% elastán
Corte ajustado
Cintura elástica con cordón
Tejido suave y transpirable
Bolsillos frontales con cremallera
Dobladillo abierto
Cintura de talle medio
Tejido transpirable
Primegreen
Origen: Producto Importado
Tallaje: Numeración Americana
Estilo: Deportivo
Actividad: Training
Genero: Femenino
Temporada: Todas las temporadas
Garantia:
Para que estés satisfecho al 100%, puedes devolver las compras realizadas en un plazo de 30 días.
Si el problema se debe a motivos a la cad del material o al proceso del montaje, Te devolveremos el producto original. No rembolsamos productos:
•Si se han dañado por mal uso o negligencia (exposición a productos , sustancias cáusticas, mucho calor, objetos afilados, etc.)
•Si se han dañado por un uso indebido o por actividades distintas al fin previsto.
",NaN,NaN,MercadoLíder Platinum,Pantalones y Sudaderas
7,Pantalon Training adidas Essentials Single Jersey Tapared -,189990,https://http2.mlstatic.com/D_NQ_NP_823338-MCO50233598901_062022-O.webp,2813,"CÓMODO PANTALON CON PUÑOS ELÁSTICOS PARA TODOS TUS DÍAS
Estos pants adidas inspirados en las prendas de entrenamiento son perfectos para cuando tienes que cambiar de decisión rápidamente. Están confeccionados en un tejido de mezcla de algodón y lucen un corte que acompaña todos tus movimientos. El diseño de piernas ajustadas y el tejido transpirable AEROREADY mantienen la piel fresca y seca.
Nuestros productos en algodón apoyan el cultivo de algodón sostenible. Este producto también incorpora material reciclado como parte de nuestro anhelo de ponerle fin a la contaminación por plástico.

Modelo: adidas Essentials Single Jersey Tapared
Material: Tejido de punto jersey 70 % algodón, 30 % poliéster reciclado
Corte clásico con pierna cónica
Cintura elástica con cordón de ajuste
Bolsillos laterales
Puños elásticos
Cintura con altura media
Origen: Producto Importado
Tallaje: Numeración Americana
Estilo: Deportivo
Actividad: Training
Genero: Masculino
Temporada: Todas las temporadas
Garantia:
Para que estés satisfecho al 100%, puedes devolver las compras realizadas en un plazo de 30 días.
Si el problema se debe a motivos a la cad del material o al proceso del montaje, Te devolveremos el producto original. No rembolsamos productos:
•Si se han dañado por mal uso o negligencia (exposición a productos , sustancias cáusticas, mucho calor, objetos afilados, etc.)
•Si se han dañado por un uso indebido o por actividades distintas al fin previsto.
",NaN,NaN,MercadoLíder Platinum,Pantalones y Sudaderas
0,Camiseta Nike Tee Sc,164990,https://http2.mlstatic.com/D_NQ_NP_923377-MCO46841110994_072021-O.webp,1198,"PRODUCTO:

Nombre: Camiseta Nike TEE SC
Marca: Nike

DESCRIPCIÓN:

Confeccionada materiales de alta calidad proporcionando comodidad sin sacrificar perdurabilidad, posee un diseño clásico el cual cuenta con Cuello redondo acanalado para un ajuste cómodo evitando ocasionar rozaduras, las mangas son clásicas y amplias mejorando el rango de movimiento, las costuras son reforzadas garantizando la perdurabilidad de la prenda, la cobertura cuenta longitud amplia, así mismo posee un talle regular siendo una prenda cómoda para uso diario ya que su diseño es versátil cuenta con un color de base y los adicionales hacen contraste con este siendo una prenda sobria y elegante, Incorpora logo de la marca estampada en la parte frontal

CARACTERÍSTICAS PRINCIPALES:

-Cuello redondo
-Logo Estampado
-Coberturas Amplia

MÁS DETALLES:

Peso del paquete: 1 kg
Material: No
Modelo: DD6812-010
Meses de garantía: 1
Garantía: Por defectos de fábrica
Condición: Nuevo
Género: Masculino
SKU: DD6812-010_L
",NaN,NaN,MercadoLíder Platinum,Camisetas y Polos
1,Camiseta Training Nike Sportswear Essential - Blanco-negro,84900,https://http2.mlstatic.com/D_NQ_NP_988817-MCO50098519613_052022-O.webp,2813,"La camiseta Nike Sportswear Essential está confeccionada con un suave tejido de punto y un logotipo clásico.
",NaN,NaN,MercadoLíder Platinum,Camisetas y Polos
2,Camiseta Nike Jordan Jumpman,149990,https://http2.mlstatic.com/D_NQ_NP_970164-MCO47604855970_092021-O.webp,1198,"PRODUCTO:

Nombre: Camiseta Nike Jordan Jumpman
Marca: Nike

DESCRIPCIÓN:

Elaborada en algodón proporcionando una sensación de suavidad al tacto sin sacrificar perdurabilidad y sin adicionar peso, posee un diseño clásico el cual cuenta con Cuello redondo acanalado para un ajuste cómodo evitando ocasionar rozaduras, las mangas son holgadas mejorando el rango de movimiento, adicionalmente la cobertura cuenta longitud amplia para mayor comodidad de igual manera las costuras son reforzadas garantizando la perdurabilidad de la prenda así mismo posee un talle regular mejorando el confort en cada postura, la parte frontal incorpora el logo Jordan Jumpman Bordado para mayor estilo siendo una prenda cómoda para uso diario ya que su diseño es versátil

CARACTERÍSTICAS PRINCIPALES:

-Elaborada en algodón
-Ajuste estándar
-Banda para el cuello acanalada
-Logo Jumpman bordado

MÁS DETALLES:

Peso del paquete: 1 kg
Material: No
Modelo: DC7485-410
Meses de garantía: 1
Garantía: Por defectos de fábrica
Condición: Nuevo
Género: Masculino
SKU: DC7485-410_L
",NaN,NaN,MercadoLíder Platinum,Camisetas y Polos
3,Camiseta Nike Jordan Jumpman Box,169990,https://http2.mlstatic.com/D_NQ_NP_718689-MCO47758845601_102021-O.webp,1198,"PRODUCTO:

Nombre: Camiseta Nike Jordan Jumpman Box
Marca: Nike

DESCRIPCIÓN:

Elaborada en algodón proporcionando una sensación de suavidad al tacto sin sacrificar perdurabilidad y sin adicionar peso, posee un diseño clásico el cual cuenta con Cuello redondo acanalado para un ajuste cómodo evitando ocasionar rozaduras, las mangas son holgadas mejorando el rango de movimiento, adicionalmente la cobertura cuenta longitud amplia para mayor comodidad de igual manera las costuras son reforzadas garantizando la perdurabilidad de la prenda así mismo posee un talle regular mejorando el confort en cada postura, la parte frontal incorpora el logo Jordan Jumpman estampado para mayor estilo siendo una prenda cómoda para uso diario ya que su diseño es versátil

CARACTERÍSTICAS PRINCIPALES:

-Elaborada en algodón y poliéster
-Ajuste estándar
-Banda para el cuello acanalada
-Logo Jumpman estampado

MÁS DETALLES:

Peso del paquete: 1 kg
Material: No
Modelo: DA9900-010
Meses de garantía: 1
Garantía: Por defectos de fábrica
Condición: Nuevo
Género: Masculino
SKU: DA9900-010_L
",NaN,NaN,MercadoLíder Platinum,Camisetas y Polos
4,Camiseta Nike Mech Air Hbr,139990,https://http2.mlstatic.com/D_NQ_NP_605336-MCO47967308168_102021-O.webp,1198,"PRODUCTO:

Nombre: Camiseta Nike MECH AIR HBR
Marca: Nike

DESCRIPCIÓN:

Elaborada en algodón proporcionando una sensación de suavidad al tacto sin sacrificar perdurabilidad y sin adicionar peso, posee un diseño clásico el cual cuenta con Cuello redondo acanalado para un ajuste cómodo evitando ocasionar rozaduras, las mangas son holgadas mejorando el rango de movimiento, adicionalmente la cobertura cuenta longitud amplia para mayor comodidad de igual manera las costuras son reforzadas garantizando la perdurabilidad de la prenda así mismo posee un talle regular mejorando el confort en cada postura, la parte frontal incorpora el logo Nike estampado para mayor estilo, siendo una prenda versátil y cómoda para actividades diarias promoviendo el confort constante

CARACTERÍSTICAS PRINCIPALES:

-Elaborada Algodón
-Cuello redondo acanalado
-Longitud amplia
-Talle regular
-Logo Nike estampado

MÁS DETALLES:

Peso del paquete: 1 kg
Material: No
Modelo: DJ1395-010
Meses de garantía: 1
Garantía: Por defectos de fábrica
Condición: Nuevo
Género: Masculino
SKU: DJ1395-010_L
",NaN,NaN,MercadoLíder Platinum,Camisetas y Polos
5,Camiseta Nike Worldwide,164990,https://http2.mlstatic.com/D_NQ_NP_944356-MCO47967304949_102021-O.webp,1198,"PRODUCTO:

Nombre: Camiseta Nike Worldwide
Marca: Nike

DESCRIPCIÓN:

Elaborada con materiales 100% sostenibles utilizando una mezcla de poliéster reciclado, algodón reciclado y fibras de algodón orgánico proporcionando una sensación de suavidad al tacto sin sacrificar perdurabilidad y sin adicionar peso, posee un diseño clásico el cual cuenta con Cuello redondo acanalado para un ajuste cómodo evitando ocasionar rozaduras, las mangas son holgadas mejorando el rango de movimiento, adicionalmente la cobertura cuenta longitud amplia para mayor comodidad de igual manera las costuras son reforzadas garantizando la perdurabilidad de la prenda así mismo posee un talle regular mejorando el confort en cada postura, la parte frontal incorpora el logo Nike estampado para mayor estilo

CARACTERÍSTICAS PRINCIPALES:

-Elaborada con materiales 100% sostenibles
-Cuello redondo acanalado
-Longitud amplia
-Talle regular
-Logo Nike estampado

MÁS DETALLES:

Peso del paquete: 1 kg
Material: No
Modelo: DJ1369-010
Meses de garantía: 1
Garantía: Por defectos de fábrica
Condición: Nuevo
Género: Masculino
SKU: DJ1369-010_L
",NaN,NaN,MercadoLíder Platinum,Camisetas y Polos
6,Camiseta Running Reebok Running Tech - Negro,79900,https://http2.mlstatic.com/D_NQ_NP_858016-MCO50098522218_052022-O.webp,2813,"Nadie te obliga a correr por calles desiertas antes de que amanezca, ni tampoco por avenidas transitadas al anochecer. Tú elijes hacerlo. Los elementos reflectantes de esta camiseta Reebok para hombre reflejan la luz mientras tu disfrutas del recorrido. Correr es lo tuyo. Los amaneceres y atardeceres hacen que valga más la pena.
",NaN,NaN,MercadoLíder Platinum,Camisetas y Polos
7,Camiseta Esqueleto Camisilla Hombre Gym Original Ripple,31255,https://http2.mlstatic.com/D_NQ_NP_923232-MCO50239860989_062022-O.webp,243,"Viste Original, Usa Ripple.

Camiseta Esqueleto Hombre, ORIGINAL RIPPLE

Para ver Todo El Catálogo De Prendas Disponibles, Bajar Donde Dice Más Publicaciones Del Vendedor Y Hacer Clic en VER TODAS LAS PUBLICACIONES.

Para Comprar Varias Prendas De Nuestra Marca, Agrega Cada Prenda Al Carrito y Por Último Haces La Compra.


COMPOSICIÓN:
Microfibra con Spandex

USOS:

Practicar Actividad Deportiva
Brindar Comodidad y Descanso
Entre Otros.

CARACTERISTICAS

Camiseta Esqueleto Original Ripple
Su tecnología aleja la humedad de la piel a la superficie de la tela para mantenerte más fresco
Logo Estampado
Excelente Calidad
Comodidad y Exclusividad
No competimos con precios, sólo con calidad.
Garantizamos La Calidad De La Prenda
Tallas S = 30
Talla M = 32
Talla L = 34
Talla XL = 36
Talla XXL=38-40

Prendas Originales, 100% Colombianas.

Compra con total confianza

Envíos a todo Colombia 100% Seguros
Realiza todas las preguntas y con gusto serán resueltas en el menor tiempo posible
Anímate a comprar

RAZONES PARA ELEGIRNOS

Despachamos de forma cumplida nuestros productos
Productos de la más alta calidad al mejor precio
",NaN,NaN,MercadoLíder,Camisetas y Polos
0,Esqueleto Training adidas Techfit - Blanco,139990,https://http2.mlstatic.com/D_NQ_NP_938224-MCO50232878998_062022-O.webp,2813,"UNA CAMISETA DE ENTRENAMIENTO CÓMODA QUE CONTROLA EL SUDOR
Enfréntate a cada entrenamiento con esta camiseta adidas. Su tejido ligero y transpirable mantiene tu cuerpo fresco y seco en todo momento. Muévete con libertad gracias al corte elástico y el diseño sin mangas que te permite mostrar los resultados de todos esos entrenamientos de brazos.
Este producto está hecho con Primegreen, una serie de materiales reciclados de alto desempeño.

Modelo: adidas techfit
Material: Tejido de punto jersey 88 % poliéster reciclado, 12 % elastano
Corte holgado
Cuello redondo
Tejido elástico y ligero
Panel de malla en la espalda
Primegreen
Origen: Producto Importado
Tallaje: Numeración Americana
Estilo: Deportivo
Actividad: Training
Genero: Masculino
Temporada: Todas las temporadas
Garantia:
Para que estés satisfecho al 100%, puedes devolver las compras realizadas en un plazo de 30 días.
Si el problema se debe a motivos a la cad del material o al proceso del montaje, Te devolveremos el producto original. No rembolsamos productos:
•Si se han dañado por mal uso o negligencia (exposición a productos , sustancias cáusticas, mucho calor, objetos afilados, etc.)
•Si se han dañado por un uso indebido o por actividades distintas al fin previsto.
",NaN,NaN,MercadoLíder Platinum,Camisetas y Polos
1,Camiseta Training adidas Aeroready Designed To Move - Gris,129990,https://http2.mlstatic.com/D_NQ_NP_834900-MCO50232890845_062022-O.webp,2813,"UNA CÓMODA Camiseta DE ENTRENAMIENTO HECHA PARCIALMENTE CON MATERIALES RECICLADOS
Cuando se trata de versatid y entrenamiento, nada se iguala a tu Camiseta adidas favorita. Su diseño FreeLift, las costuras de los hombros ubicadas más al frente y las costuras laterales en ángulo aseguran facid de movimiento mientras te flexionas, estiras o logras tu última serie de pull-ups. Incorpora tecnología de absorción AEROREADY que te mantiene seca y cómoda.

Modelo: adidas Aeroready Designed To Move
Material: Tejido de punto jersey 92% poliéster, 8% elastano
Corte clásico
Cuello redondo
Tecnología de absorción AEROREADY
Diseño FreeLift optimizado para los movimientos por encima de la cabeza
Costuras laterales en ángulo
Costuras de los hombros diagonales y corridos hacia el frente
Dobladillo trasero alargado
Origen: Producto Importado
Tallaje: Numeración Americana
Estilo: Deportivo
Actividad: Training
Genero: Masculino
Temporada: Todas las temporadas
Garantia:
Para que estés satisfecho al 100%, puedes devolver las compras realizadas en un plazo de 30 días.
Si el problema se debe a motivos a la cad del material o al proceso del montaje, Te devolveremos el producto original. No rembolsamos productos:
•Si se han dañado por mal uso o negligencia (exposición a productos , sustancias cáusticas, mucho calor, objetos afilados, etc.)
•Si se han dañado por un uso indebido o por actividades distintas al fin previsto.
",NaN,NaN,MercadoLíder Platinum,Camisetas y Polos
2,Camiseta Training adidas Primeblue Designed To Move Sport 3,149990,https://http2.mlstatic.com/D_NQ_NP_882744-MCO50233605559_062022-O.webp,2813,"UNA Camiseta POLO VERSÁTIL Y CÓMODA CON MUCHO ESTILO
Cuando estás siempre en movimiento, necesitas una Camiseta que pueda seguirte el ritmo. Esta Camiseta polo de manga corta tiene el estilo clásico de una polo y la tecnología moderna de ropa deportiva con tecnología de absorción AEROREADY para mantener tu piel seca, tu cuerpo cómodo y tu mente listo para todo.
Este producto está hecho con Primeblue, un tejido reciclado de alto rendimiento creado en parte con Parley Ocean Plastic.

Modelo: adidas Primeblue Designed To Move Sport 3 Rayas
Material: Tejido piqué 100 % poliéster reciclado
Absorbente
Mangas cortas
Primeblue
Origen: Producto Importado
Tallaje: Numeración Americana
Estilo: Deportivo
Actividad: Training
Genero: Masculino
Temporada: Todas las temporadas
Garantia:
Para que estés satisfecho al 100%, puedes devolver las compras realizadas en un plazo de 30 días.
Si el problema se debe a motivos a la cad del material o al proceso del montaje, Te devolveremos el producto original. No rembolsamos productos:
•Si se han dañado por mal uso o negligencia (exposición a productos , sustancias cáusticas, mucho calor, objetos afilados, etc.)
•Si se han dañado por un uso indebido o por actividades distintas al fin previsto.
",NaN,NaN,MercadoLíder Platinum,Camisetas y Polos
3,Camiseta Running adidas Own The Run - Azul,149990,https://http2.mlstatic.com/D_NQ_NP_717214-MCO50232874969_062022-O.webp,2813,"UNA Camiseta DE RUNNING VERSÁTIL HECHA PARCIALMENTE CON MATERIALES RECICLADOS
A veces, correr es tán fácil que te olvidas de la gravedad. Otros días, luchas por cada paso. Esta Camiseta adidas te mantiene cómodo en todas las situaciones. La tecnología AEROREADY absorbe la humedad y mantiene tu cuerpo fresco y los detalles reflectivos brillan para darte visibid en las carreras antes del amanecer o después del atardecer.

Modelo: adidas Camiseta Own The Run
Material exterior: Parte frontal: tejido entrelazado 100 % poliéster reciclado
Parte posterior: tejido de punto jersey 100 % poliéster reciclado
Cuello redondo
Corte clásico
Tecnología de absorción AEROREADY
Origen: Producto Importado
Tallaje: Numeración Americana
Estilo: Deportivo
Actividad: Running
Genero: Masculino
Temporada: Todas las temporadas
Garantia:
Para que estés satisfecho al 100%, puedes devolver las compras realizadas en un plazo de 30 días.
Si el problema se debe a motivos a la cad del material o al proceso del montaje, Te devolveremos el producto original. No rembolsamos productos:
•Si se han dañado por mal uso o negligencia (exposición a productos , sustancias cáusticas, mucho calor, objetos afilados, etc.)
•Si se han dañado por un uso indebido o por actividades distintas al fin previsto.
",NaN,NaN,MercadoLíder Platinum,Camisetas y Polos
